category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height
Necklace,"[1, 0, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",29,Male,1,Prolific,6,4,8,8,7,16e402457186630b.jpg,OpenImages,"[[75, 31, 939, 992]]",Accessory,UK,1015.0,1024.0
identity,"[1, 0, 0, 1, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",58,Female,0,CrowdWorks,5,5,7,9,7,0a0b75fa124a65c3.jpg,OpenImages,"[[10, 60, 898, 637]]",Others,Japan,1024.0,768.0
identity,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,Male,0,CrowdWorks,4,5,4,7,4,0a0b75fa124a65c3.jpg,OpenImages,"[[10, 60, 898, 637]]",Others,Japan,1024.0,768.0
identity,"[1, 0, 0, 0, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Female,1,Prolific,5,9,3,7,8,0a0b75fa124a65c3.jpg,OpenImages,"[[10, 60, 898, 637]]",Others,UK,1024.0,768.0
identity,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,1,Prolific,4,4,7,7,7,0a0b75fa124a65c3.jpg,OpenImages,"[[10, 60, 898, 637]]",Others,UK,1024.0,768.0
cellular_telephone,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,4,7,7,9,204661.jpg,LVIS,"[[297, 377, 36, 77], [263, 234, 70, 99], [163, 346, 111, 153], [319, 304, 14, 38], [124, 74, 117, 368], [239, 235, 47, 34]]",Others,Japan,334.0,500.0
notebook,"[0, 0, 0, 0, 0, 1]",1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",46,Male,3,Prolific,6,4,5,7,8,204661.jpg,LVIS,"[[96, 230, 236, 269]]",Printed Material,UK,334.0,500.0
Girl,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[160, 62, 752, 639]]",Person,Japan,1024.0,768.0
Person,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[918, 102, 105, 484]]",Others,Japan,1024.0,768.0
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[0, 20, 160, 212], [182, 222, 523, 478], [984, 96, 38, 262]]",Clothing,Japan,1024.0,768.0
Woman,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[155, 19, 768, 689]]",Person,Japan,1024.0,768.0
Human leg,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[438, 75, 187, 499], [491, 585, 424, 113]]",Person,Japan,1024.0,768.0
Human body,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[153, 73, 766, 640], [920, 97, 104, 489]]",Person,Japan,1024.0,768.0
Human arm,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",35,Female,2,CrowdWorks,8,8,6,6,10,208fcde7b90bcbf8.jpg,OpenImages,"[[190, 542, 119, 140], [355, 73, 104, 368], [915, 120, 108, 344]]",Person,Japan,1024.0,768.0
Girl,"[1, 0, 0, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[160, 62, 752, 639]]",Person,Japan,1024.0,768.0
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[918, 102, 105, 484]]",Others,Japan,1024.0,768.0
Clothing,"[0, 0, 1, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[0, 20, 160, 212], [182, 222, 523, 478], [984, 96, 38, 262]]",Clothing,Japan,1024.0,768.0
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[155, 19, 768, 689]]",Person,Japan,1024.0,768.0
Human body,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[153, 73, 766, 640], [920, 97, 104, 489]]",Person,Japan,1024.0,768.0
Human arm,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,208fcde7b90bcbf8.jpg,OpenImages,"[[190, 542, 119, 140], [355, 73, 104, 368], [915, 120, 108, 344]]",Person,Japan,1024.0,768.0
Girl,"[1, 1, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[160, 62, 752, 639]]",Person,UK,1024.0,768.0
Person,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[918, 102, 105, 484]]",Others,UK,1024.0,768.0
Clothing,"[1, 0, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[0, 20, 160, 212], [182, 222, 523, 478], [984, 96, 38, 262]]",Clothing,UK,1024.0,768.0
Woman,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[155, 19, 768, 689]]",Person,UK,1024.0,768.0
Human leg,"[1, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[438, 75, 187, 499], [491, 585, 424, 113]]",Person,UK,1024.0,768.0
Human body,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,208fcde7b90bcbf8.jpg,OpenImages,"[[153, 73, 766, 640], [920, 97, 104, 489]]",Person,UK,1024.0,768.0
Girl,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",60,Male,0,Prolific,7,4,6,8,5,208fcde7b90bcbf8.jpg,OpenImages,"[[160, 62, 752, 639]]",Person,UK,1024.0,768.0
Woman,"[0, 0, 1, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",60,Male,0,Prolific,7,4,6,8,5,208fcde7b90bcbf8.jpg,OpenImages,"[[155, 19, 768, 689]]",Person,UK,1024.0,768.0
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,Male,1,CrowdWorks,3,5,4,7,5,12947.jpg,LVIS,"[[288, 152, 27, 37]]",Others,Japan,427.0,640.0
Object 0,"[0, 1, 1, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,12947.jpg,LVIS,"[[288, 152, 27, 37]]",Others,UK,427.0,640.0
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,1,Prolific,4,10,7,6,8,0b0328075ddf03fc.jpg,OpenImages,"[[435, 552, 209, 39]]",Vehicle Plate,UK,1024.0,768.0
Vehicle registration plate,"[1, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Male,1,Prolific,2,7,5,4,6,0b0328075ddf03fc.jpg,OpenImages,"[[435, 552, 209, 39]]",Vehicle Plate,UK,1024.0,768.0
Human face,"[1, 0, 1, 0, 0, 0]",4,"[0, 0, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",22,Male,0,Prolific,5,8,7,5,10,0f0297c3c92c39c1.jpg,OpenImages,"[[199, 113, 101, 140], [342, 229, 52, 46], [853, 129, 98, 149]]",Person,UK,1024.0,683.0
Girl,"[0, 1, 1, 0, 0, 0]",5,"[0, 0, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",22,Male,0,Prolific,5,8,7,5,10,0f0297c3c92c39c1.jpg,OpenImages,"[[670, 89, 353, 593]]",Person,UK,1024.0,683.0
bed,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,105767.jpg,LVIS,"[[3, 306, 131, 81]]",Home interior,Japan,640.0,427.0
bed,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,0,Prolific,5,8,6,7,8,105767.jpg,LVIS,"[[3, 306, 131, 81]]",Home interior,UK,640.0,427.0
awning,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",49,Female,2,CrowdWorks,4,8,7,6,4,160535.jpg,LVIS,"[[161, 378, 31, 8], [393, 363, 13, 7], [60, 378, 23, 5], [375, 366, 6, 6], [595, 337, 10, 8], [260, 371, 17, 6], [379, 365, 14, 6], [282, 372, 15, 5], [421, 362, 10, 6], [290, 372, 7, 3], [274, 372, 8, 4], [309, 367, 9, 5], [318, 368, 11, 5]]",Others,Japan,640.0,426.0
hat,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,2,CrowdWorks,4,8,7,6,4,160535.jpg,LVIS,"[[328, 345, 9, 5], [504, 331, 16, 11], [304, 359, 7, 4], [611, 330, 5, 4], [627, 328, 5, 3]]",Others,Japan,640.0,426.0
pole,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,2,CrowdWorks,4,8,7,6,4,160535.jpg,LVIS,"[[602, 328, 34, 97], [421, 340, 9, 63], [499, 325, 46, 7], [529, 345, 4, 18]]",Others,Japan,640.0,426.0
person,"[1, 1, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,2,CrowdWorks,4,8,7,6,4,160535.jpg,LVIS,"[[302, 359, 11, 36], [550, 316, 17, 35], [625, 328, 13, 27], [486, 318, 15, 58], [230, 381, 1, 2], [22, 388, 5, 8], [226, 380, 1, 4], [445, 270, 42, 148], [592, 335, 47, 77], [46, 386, 3, 9], [183, 383, 3, 5], [107, 378, 7, 14], [215, 381, 3, 4], [204, 380, 3, 5], [127, 376, 5, 15], [157, 383, 3, 6], [276, 378, 1, 4], [499, 331, 27, 60], [396, 370, 2, 4], [373, 368, 5, 8], [236, 380, 2, 4], [612, 330, 5, 7], [407, 365, 4, 9], [588, 339, 6, 17], [243, 380, 2, 3], [325, 345, 28, 50], [431, 302, 21, 85], [518, 344, 11, 24], [388, 370, 3, 4], [482, 315, 10, 57], [270, 380, 1, 2], [146, 388, 2, 1], [422, 313, 16, 20], [250, 380, 2, 2], [368, 372, 2, 4], [256, 378, 2, 3], [190, 382, 2, 5], [427, 310, 23, 80]]",Person,Japan,640.0,426.0
baby_buggy,"[1, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,2,CrowdWorks,4,8,7,6,4,160535.jpg,LVIS,"[[546, 328, 27, 42]]",Others,Japan,640.0,426.0
motor_scooter,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Other,4,CrowdWorks,3,7,6,7,7,146667.jpg,LVIS,"[[0, 60, 561, 478]]",Others,Japan,640.0,539.0
license_plate,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",29,Other,4,CrowdWorks,3,7,6,7,7,146667.jpg,LVIS,"[[478, 402, 25, 59]]",Vehicle Plate,Japan,640.0,539.0
license_plate,"[1, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",49,Female,1,Prolific,4,8,7,8,9,146667.jpg,LVIS,"[[478, 402, 25, 59]]",Vehicle Plate,UK,640.0,539.0
bed,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",24,Female,1,CrowdWorks,4,6,5,8,7,125928.jpg,LVIS,"[[451, 1, 187, 404], [241, 0, 226, 98]]",Home interior,Japan,640.0,425.0
bed,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",43,Female,2,Prolific,6,8,9,6,8,125928.jpg,LVIS,"[[451, 1, 187, 404], [241, 0, 226, 98]]",Home interior,UK,640.0,425.0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,Japan,1024.0,793.0
Human hair,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[77, 90, 267, 180]]",Person,Japan,1024.0,793.0
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,Japan,1024.0,793.0
Boy,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 0, 607, 702], [0, 351, 655, 441]]",Person,Japan,1024.0,793.0
Human arm,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 259, 604, 290], [34, 555, 574, 153], [188, 682, 467, 110]]",Person,Japan,1024.0,793.0
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,6,9,9,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 87, 607, 616], [6, 350, 637, 441], [754, 654, 165, 138], [817, 647, 110, 145]]",Person,Japan,1024.0,793.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,3,CrowdWorks,7,4,6,9,7,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,Japan,1024.0,793.0
Human head,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,3,CrowdWorks,7,4,6,9,7,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,Japan,1024.0,793.0
Man,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,Female,3,CrowdWorks,7,4,6,9,7,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 87, 607, 616], [6, 350, 637, 441], [754, 654, 165, 138], [817, 647, 110, 145]]",Person,Japan,1024.0,793.0
Human face,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,UK,1024.0,793.0
Human head,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,UK,1024.0,793.0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,UK,1024.0,793.0
Human hair,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[77, 90, 267, 180]]",Person,UK,1024.0,793.0
Human head,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,UK,1024.0,793.0
Man,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 87, 607, 616], [6, 350, 637, 441], [754, 654, 165, 138], [817, 647, 110, 145]]",Person,UK,1024.0,793.0
Person,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",33,Female,1,CrowdWorks,5,6,6,8,8,06471f7dae36a831.jpg,OpenImages,"[[0, 248, 16, 29], [18, 244, 29, 36], [163, 265, 103, 155], [376, 217, 182, 356], [544, 292, 18, 30], [724, 327, 12, 19], [838, 280, 37, 76], [875, 316, 24, 31]]",Others,Japan,1024.0,576.0
Person,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,Male,3,Prolific,5,9,8,7,8,06471f7dae36a831.jpg,OpenImages,"[[0, 248, 16, 29], [18, 244, 29, 36], [163, 265, 103, 155], [376, 217, 182, 356], [544, 292, 18, 30], [724, 327, 12, 19], [838, 280, 37, 76], [875, 316, 24, 31]]",Others,UK,1024.0,576.0
passport,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,0,CrowdWorks,8,6,7,4,5,156404.jpg,LVIS,"[[173, 261, 66, 73]]",Identity,Japan,375.0,500.0
teddy_bear,"[0, 0, 1, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,0,CrowdWorks,8,6,7,4,5,156404.jpg,LVIS,"[[75, 34, 279, 339]]",Others,Japan,375.0,500.0
passport,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Male,1,Prolific,3,6,5,6,8,156404.jpg,LVIS,"[[173, 261, 66, 73]]",Identity,UK,375.0,500.0
cabinet,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,CrowdWorks,5,5,7,7,8,124659.jpg,LVIS,"[[134, 249, 406, 171], [360, 42, 78, 131]]",Others,Japan,640.0,480.0
cabinet,"[1, 0, 1, 1, 1, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Female,0,Prolific,2,6,8,8,8,124659.jpg,LVIS,"[[134, 249, 406, 171], [360, 42, 78, 131]]",Others,UK,640.0,480.0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Female,1,CrowdWorks,5,7,5,6,7,21269201fec8c14b.jpg,OpenImages,"[[6, 116, 1017, 566], [492, 116, 161, 281]]",Person,Japan,1024.0,683.0
Human head,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,Female,1,CrowdWorks,5,7,5,6,7,21269201fec8c14b.jpg,OpenImages,"[[3, 179, 69, 92], [69, 332, 102, 128], [78, 222, 87, 107], [166, 300, 95, 123], [211, 513, 129, 155], [270, 264, 81, 107], [344, 265, 93, 102], [490, 39, 341, 361], [939, 279, 84, 101], [942, 414, 81, 129]]",Person,Japan,1024.0,683.0
Woman,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,Female,1,CrowdWorks,5,7,5,6,7,21269201fec8c14b.jpg,OpenImages,"[[6, 332, 240, 318]]",Person,Japan,1024.0,683.0
Man,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",34,Female,1,CrowdWorks,5,7,5,6,7,21269201fec8c14b.jpg,OpenImages,"[[362, 42, 656, 640]]",Person,Japan,1024.0,683.0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,6,4,7,4,21269201fec8c14b.jpg,OpenImages,"[[6, 116, 1017, 566], [492, 116, 161, 281]]",Person,Japan,1024.0,683.0
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",36,Male,3,CrowdWorks,4,6,4,7,4,21269201fec8c14b.jpg,OpenImages,"[[362, 42, 656, 640]]",Person,Japan,1024.0,683.0
Human face,"[0, 0, 0, 0, 1, 0]",1,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",29,Female,1,Prolific,9,5,3,6,5,21269201fec8c14b.jpg,OpenImages,"[[6, 116, 1017, 566], [492, 116, 161, 281]]",Person,UK,1024.0,683.0
sofa,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,3,3,8,8,8,104188.jpg,LVIS,"[[170, 254, 363, 218]]",Home interior,Japan,640.0,481.0
spectacles,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,1,CrowdWorks,3,3,8,8,8,104188.jpg,LVIS,"[[251, 137, 43, 9]]",Others,Japan,640.0,481.0
Object 0,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",42,Female,1,CrowdWorks,3,3,8,8,8,104188.jpg,LVIS,"[[16, 72, 531, 386]]",Others,Japan,640.0,481.0
sofa,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",37,Male,3,CrowdWorks,4,4,9,8,4,104188.jpg,LVIS,"[[170, 254, 363, 218]]",Home interior,Japan,640.0,481.0
Object 0,"[1, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,3,CrowdWorks,4,4,9,8,4,104188.jpg,LVIS,"[[16, 72, 531, 386]]",Others,Japan,640.0,481.0
sofa,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[170, 254, 363, 218]]",Home interior,UK,640.0,481.0
spectacles,"[0, 1, 1, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[251, 137, 43, 9]]",Others,UK,640.0,481.0
Object 0,"[0, 1, 1, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[16, 72, 531, 386]]",Others,UK,640.0,481.0
sofa,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,1,Prolific,6,6,10,3,10,104188.jpg,LVIS,"[[170, 254, 363, 218]]",Home interior,UK,640.0,481.0
spectacles,"[0, 0, 0, 0, 0, 1]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,1,Prolific,6,6,10,3,10,104188.jpg,LVIS,"[[251, 137, 43, 9]]",Others,UK,640.0,481.0
